RowID,Name,StartDate,EndDate,DurationDays,WindSpeed_mph,WindSpeed_kmh,Pressure_hPa,Pressure_inHg,Areas_affected,Deaths,Damage_USD,Category
238,Able,8/18/1952,9/3/1952,16,100,155,980,28.94,"South Carolina, North Carolina, Virginia, Maryland",3,21700000,2
239,Baker,8/31/1952,9/8/1952,8,110,175,969,28.61,NULL,0,NULL,2
240,Easy,10/6/1952,10/11/1952,5,105,165,968,28.59,NULL,0,NULL,2
241,Alice,6/24/1954,6/27/1954,3,110,175,975,28.79,Mexico,56,2000000,2
242,Thirteen,9/25/1954,10/6/1954,11,100,155,964,28.47,NULL,0,NULL,2
243,Diane,8/7/1955,8/20/1955,13,105,165,969,28.61,"North Carolina, Pennsylvania, New York, New Jersey, New England",184,754700000,2
244,Edith,8/21/1955,8/31/1955,10,105,165,967,28.56,NULL,0,NULL,2
245,Flora,9/2/1955,9/9/1955,7,105,165,967,28.56,NULL,0,NULL,2
246,Katie,10/14/1955,10/19/1955,5,110,175,984,29.06,"Central America, Dominican Republic, Hispaniola, Puerto Rico, Cuba, Bahamas, Dominica",7,200000,2
247,Greta,10/31/1956,11/6/1956,6,100,155,970,28.64,"Cuba, Bahamas, Florida, Guadeloupe",1,3580000,2
248,Ella,8/30/1958,9/6/1958,7,110,175,983,29.03,"Haiti, Dominican Republic, Cuba, Louisiana, Texas",37,NULL,2
249,Ilsa,9/24/1958,9/30/1958,6,110,175,956,28.23,Bermuda,0,NULL,2
250,Janice,10/4/1958,10/11/1958,7,100,155,968,28.59,"Jamaica, Cuba, Bahamas",9,200000,2
251,Anna,7/20/1961,7/24/1961,4,105,165,976,28.82,"Windward Islands, Colombia, Venezuela, Central America, Jamaica",1,300000,2
252,Daisy,9/29/1962,10/7/1962,8,105,165,963,28.44,"Leeward Islands, Bermuda, New England, Atlantic Canada",32,1100000,2
253,Ella,10/14/1962,10/22/1962,8,110,175,958,28.29,"Cuba, United States East Coast, Atlantic Canada",2,NULL,2
254,Edith,9/23/1963,9/29/1963,6,100,155,990,29.23,"Lesser Antilles, Puerto Rico, Hispaniola, Turks and Caicos Islands, Bahamas",10,46600000,2
255,Ginny,10/17/1963,10/29/1963,12,110,175,948,27.99,"Hispaniola, Turks and Caicos Islands, The Bahamas, United States East Coast, Nova Scotia, Newfoundland",5,500000,2
256,Ethel,9/4/1964,9/14/1964,10,105,165,974,28.76,Bermuda,0,NULL,2
257,Anna,8/21/1965,8/25/1965,4,105,165,976,28.82,NULL,0,NULL,2
258,Elena,10/12/1965,10/19/1965,7,110,175,977,28.85,NULL,0,NULL,2
259,Chloe,9/5/1967,9/21/1967,16,110,175,958,28.29,"Cape Verde, Spain, France",14,NULL,2
260,Kara,10/7/1969,10/18/1969,11,105,165,978,28.88,North Carolina,0,NULL,2
261,Laurie,10/17/1969,10/27/1969,10,105,165,973,28.73,Mexico,0,NULL,2
262,Eighteen,10/12/1970,10/17/1970,5,105,165,974,28.76,"Bermuda, Nova Scotia, Newfoundland",0,NULL,2
263,Ginger,9/6/1971,10/3/1971,27,110,175,959,28.32,"Bahamas, North Carolina",1,10000000,2
264,Betty,8/22/1972,9/1/1972,10,105,165,976,28.82,NULL,0,NULL,2
265,Fifi,9/14/1974,9/22/1974,8,110,175,971,28.67,"Hispaniola, Jamaica, Mexico, Central America",8210,1800000000,2
266,Doris,8/28/1975,9/4/1975,7,110,175,965,28.5,NULL,0,NULL,2
267,Faye,9/18/1975,9/29/1975,11,105,165,977,28.85,Bermuda,0,NULL,2
268,Emmy,8/20/1976,9/4/1976,15,105,165,974,28.76,"Lesser Antilles, Azores",68,NULL,2
269,Gloria,9/26/1976,10/4/1976,8,105,165,970,28.64,NULL,0,NULL,2
270,Flossie,9/4/1978,9/15/1978,11,100,155,976,28.82,NULL,0,NULL,2
271,Gloria,9/4/1979,9/15/1979,11,100,155,975,28.79,NULL,0,NULL,2
272,Bonnie,8/14/1980,8/19/1980,5,100,155,975,28.79,NULL,0,NULL,2
273,Ivan,10/4/1980,10/11/1980,7,105,165,970,28.64,NULL,0,NULL,2
274,Jeanne,11/8/1980,11/16/1980,8,100,155,986,29.12,"Florida, Gulf of Mexico, United States Gulf Coast",0,NULL,2
275,Gert,9/7/1981,9/15/1981,8,105,165,988,29.18,Puerto Rico,0,NULL,2
276,Josephine,10/7/1984,10/18/1984,11,105,165,965,28.5,United States East Coast,1,NULL,2
277,Earl,9/10/1986,9/18/1986,8,105,165,979,28.91,NULL,0,NULL,2
278,Dean,7/31/1989,8/9/1989,9,105,165,968,28.59,"Leeward Islands, Bermuda, North Carolina, Newfoundland",0,8900000,2
279,Erin,8/18/1989,8/27/1989,9,105,165,968,28.59,Cape Verde,0,NULL,2
280,Diana,8/4/1990,8/9/1990,5,100,155,980,28.94,Central America,139,NULL,2
281,Isidore,9/4/1990,9/17/1990,13,100,155,978,28.88,NULL,NULL,NULL,2
282,Grace,10/25/1991,10/29/1991,4,105,165,980,28.94,NULL,NULL,NULL,2
283,Bonnie,9/17/1992,9/30/1992,13,110,175,965,28.5,Azores,1,NULL,2
284,Charley,9/21/1992,9/27/1992,6,110,175,965,28.5,Azores,NULL,NULL,2
285,Gert,9/14/1993,9/21/1993,7,100,155,970,28.64,Central America,76,NULL,2
286,Florence,11/2/1994,11/8/1994,6,110,175,972,28.7,NULL,NULL,NULL,2
287,Erin,7/31/1995,8/6/1995,6,100,155,973,28.73,"Florida, Mid-Atlantic States, New England",NULL,NULL,2
288,Humberto,8/21/1995,9/1/1995,11,110,175,968,28.59,NULL,NULL,NULL,2
289,Iris,8/22/1995,9/4/1995,13,110,175,965,28.5,"Antigua, Montserrat, Barbuda",NULL,NULL,2
290,Danielle,8/24/1998,9/3/1998,10,105,165,960,28.35,"Puerto Rico, United States East Coast, Atlantic Canada, United Kingdom",NULL,NULL,2
291,Earl,8/31/1998,9/3/1998,3,100,155,985,29.09,"Mexico, Florida",3,NULL,2
292,Jeanne,9/21/1998,10/1/1998,10,105,165,969,28.61,NULL,NULL,NULL,2
293,Karl,9/23/1998,9/28/1998,5,105,165,970,28.64,NULL,NULL,NULL,2
294,Dennis,8/24/1999,9/7/1999,14,105,165,962,28.41,"The Bahamas, United States East Coast, Atlantic Canada",4,NULL,2
295,Irene,10/12/1999,10/19/1999,7,110,175,958,28.29,"Cuba, Southeastern United States",18,NULL,2
296,Jose,10/17/1999,10/25/1999,8,100,155,979,28.91,"Lesser Antilles, Puerto Rico",2,NULL,2
297,Michael,10/15/2000,10/20/2000,5,100,155,965,28.5,"Bermuda, United States East Coast, Atlantic Canada",NULL,NULL,2
298,Humberto,9/21/2001,9/27/2001,6,105,165,970,28.64,NULL,NULL,NULL,2
299,Gustav,9/8/2002,9/12/2002,4,100,155,960,28.35,"North Carolina, Virginia, New Jersey",4,NULL,2
300,Juan,9/24/2003,9/29/2003,5,110,175,969,28.61,Canada,8,NULL,2
301,Danielle,8/13/2004,8/21/2004,8,110,175,964,28.47,Cape Verde,NULL,NULL,2
302,Irene,8/4/2005,8/18/2005,14,105,165,970,28.64,United States East Coast,1,NULL,2
303,Dolly,7/20/2008,7/27/2008,7,100,155,963,28.44,"Guatemala, Mexico, South Central United States",26,NULL,2
304,Ida,11/1/2009,11/10/2009,9,105,165,975,28.79,"Nicaragua, Yucatán Peninsula, Cuba, Southeastern United States",4,NULL,2
305,Alex,6/25/2010,7/2/2010,7,110,175,946,27.94,"Greater Antilles, Belize, Mexico, Texas",52,NULL,2
306,Paula,10/11/2010,10/15/2010,4,105,165,981,28.97,"Nicaragua, Honduras, MexicoCuba, Bahamas, Florida",1,NULL,2
307,Richard,10/20/2010,10/26/2010,6,100,155,977,28.85,"Honduras, Belize, Guatemala, Mexico",2,NULL,2
308,Tomas,10/29/2010,11/7/2010,9,100,155,982,29,"Windward Islands, Leeward AntillesGreater Antilles, Lucayan Archipelago",51,NULL,2
309,Ernesto,8/1/2012,8/10/2012,9,100,155,973,28.73,"Windward Islands, Jamaica, Central America, Mexico",12,NULL,2
310,Gordon,8/15/2012,8/20/2012,5,110,175,965,28.5,Azores,NULL,NULL,2
311,Kirk,8/28/2012,9/4/2012,7,105,165,970,28.64,NULL,NULL,NULL,2
312,Arthur,7/1/2014,7/5/2014,4,100,155,973,28.73,"Bahamas, North Carolina, Nova Scotia",1,NULL,2
313,Gert,8/12/2017,8/17/2017,5,110,175,962,28.41,"Bermuda, United States East Coast, Atlantic Canada",2,NULL,2
314,Katia,9/5/2017,9/9/2017,4,105,165,972,28.7,Mexico,3,NULL,2
315,Chris,7/6/2018,7/12/2018,6,105,165,969,28.61,"Bermuda, Iceland",1,NULL,2
316,Helene,9/7/2018,9/16/2018,9,110,175,967,28.56,"West Africa, Cape Verde, Azores",3,NULL,2
317,Oscar,10/26/2018,10/31/2018,5,110,175,966,28.53,Faroe Islands,NULL,NULL,2
318,Jerry,9/17/2019,9/24/2019,7,105,165,976,28.82,NULL,NULL,NULL,2
319,Paulette,9/7/2020,9/23/2020,16,105,165,965,28.5,Bermuda,1,NULL,2
320,Sally,9/11/2020,9/17/2020,6,110,175,965,28.5,"The Bahamas, Cuba, United States Gulf Coast",8,NULL,2
321,San Pedro,9/9/1921,9/15/1921,6,125,205,961,28.38,"Windward Islands, Greater Antilles",80,NULL,3
322,Unnamed,9/16/1922,9/22/1922,6,120,195,960,28.35,"Leeward Islands, Bermuda",NULL,NULL,3
323,Unnamed,9/29/1923,9/30/1923,1,120,195,960,28.35,"Bahamas, Newfoundland",NULL,NULL,3
324,Unnamed,8/22/1924,8/24/1924,2,120,195,960,28.35,"Puerto Rico, East Coast of the United States",2,NULL,3
325,Unnamed,8/2/1926,8/6/1926,4,120,195,968,28.59,"Bermuda, Atlantic Canada",55,NULL,3
326,Unnamed,8/25/1926,8/25/1926,0,115,185,955,28.2,Louisiana,25,NULL,3
327,Unnamed,8/21/1927,8/24/1927,3,125,205,950,28.05,"East Coast of the United States, Atlantic Canada",175,NULL,3
328,Unnamed,8/25/1930,8/27/1930,2,125,205,960,28.35,Bermuda,NULL,NULL,3
329,Unnamed,10/5/1933,10/6/1933,1,125,205,958,28.29,"Jamaica, Cuba, Florida, Bahamas, Atlantic Canada",10,NULL,3
330,Unnamed,11/23/1934,11/24/1934,1,115,185,955,28.2,Bermuda,NULL,NULL,3
331,Unnamed,9/15/1936,9/17/1936,2,120,195,962,28.41,East Coast of the United States,2,NULL,3
332,Unnamed,8/15/1937,8/17/1937,2,125,205,951,28.08,NULL,NULL,NULL,3
333,Unnamed,8/25/1938,8/26/1938,1,120,195,964,28.47,Mexico,NULL,NULL,3
334,Unnamed,9/23/1941,9/23/1941,0,125,205,942,27.82,"Central United States, Canada",7,NULL,3
335,Unnamed,10/5/1941,10/5/1941,0,120,195,962,28.41,"Bahamas, Southeastern United States",10,NULL,3
336,Unnamed,8/29/1942,8/30/1942,1,115,185,950,28.05,"Mexico, Texas",8,NULL,3
337,Unnamed,9/3/1943,9/5/1943,2,120,195,NULL,NULL,"Bermuda, Atlantic Canada",NULL,NULL,3
338,Unnamed,8/19/1944,8/20/1944,1,120,195,963,28.44,"Windward Islands, Jamaica, Mexico",216,NULL,3
339,Unnamed,8/26/1945,8/27/1945,1,115,185,963,28.44,Texas,3,NULL,3
340,Love,10/19/1947,10/20/1947,1,120,195,961,28.38,Bermuda,NULL,NULL,3
341,Able,8/28/1948,8/29/1948,1,120,195,983,29.03,"East Coast of the United States, Atlantic Canada",NULL,NULL,3
342,Fox,10/5/1948,10/5/1948,0,125,205,971,28.67,"Cuba, Florida, Bahamas, Bermuda",11,NULL,3
343,Unnamed,9/6/1949,9/10/1949,4,125,205,974,28.76,"Bermuda, Newfoundland",NULL,NULL,3
344,Able,8/17/1950,8/20/1950,3,115,185,978,28.88,"East Coast of the United States, Atlantic Canada",11,NULL,3
345,Easy,9/5/1950,9/5/1950,0,120,195,958,28.29,"Cuba, Florida",2,NULL,3
346,Jig,10/15/1950,10/15/1950,0,115,185,987,29.15,NULL,NULL,NULL,3
347,Fox,9/7/1951,9/8/1951,1,115,185,978,28.88,NULL,NULL,NULL,3
348,Charlie,9/26/1952,9/27/1952,1,120,195,980,28.94,"Puerto Rico, Bermuda",4,NULL,3
349,Edna,9/17/1953,9/18/1953,1,115,185,962,28.41,Bermuda,NULL,NULL,3
350,Florence,9/25/1953,9/25/1953,0,115,185,968,28.59,Gulf Coast of the United States,NULL,NULL,3
351,Carol,8/31/1954,8/31/1954,0,115,185,955,28.2,"East Coast of the United States, Atlantic Canada",NULL,NULL,3
352,Edna,9/9/1954,9/11/1954,2,125,205,943,27.85,"New England, Atlantic Canada",27,NULL,3
353,Hilda,9/15/1955,9/19/1955,4,120,195,952,28.11,"Cuba, Mexico",304,NULL,3
354,Betsy,8/13/1956,8/17/1956,4,120,195,959,28.32,"Leeward Islands, Puerto Rico, Bahamas",NULL,NULL,3
355,Audrey,6/27/1957,6/27/1957,0,125,205,946,27.94,"Gulf Coast of the United States, Canada",431,NULL,3
356,Hannah,9/30/1959,10/2/1959,2,120,195,959,28.32,Azores,NULL,NULL,3
357,Ethel,9/14/1960,9/15/1960,1,115,185,974,28.76,Gulf Coast of the United States,1,NULL,3
358,Arlene,8/9/1963,8/10/1963,1,115,185,969,28.61,"Leeward Islands, Bermuda",NULL,NULL,3
359,Beulah,8/24/1963,8/24/1963,0,120,195,958,28.29,NULL,NULL,NULL,3
360,Isbell,10/14/1964,10/15/1964,1,115,185,964,28.47,"Cuba, East Coast of the United States",7,NULL,3
361,Alma,6/8/1966,6/9/1966,1,125,205,970,28.64,"Central America, Cuba, East Coast of the United States",93,NULL,3
362,Faith,8/28/1966,8/29/1966,1,120,195,950,28.05,"Atlantic Canada, Northern Europe",5,NULL,3
363,Debbie,8/18/1969,8/23/1969,5,120,195,951,28.08,Atlantic Canada,NULL,NULL,3
364,Francelia,9/2/1969,9/2/1969,0,115,185,973,28.73,Central America,271,NULL,3
365,Gerda,9/9/1969,9/9/1969,0,125,205,979,28.91,"East Coast of the United States, Atlantic Canada",NULL,NULL,3
366,Inga,10/5/1969,10/5/1969,0,115,185,964,28.47,Bermuda,NULL,NULL,3
367,Ella,9/12/1970,9/12/1970,0,125,205,967,28.56,"Cuba, Florida, Texas",1,NULL,3
368,Ellen,9/22/1973,9/22/1973,0,115,185,962,28.41,NULL,NULL,NULL,3
369,Becky,8/30/1974,8/31/1974,1,115,185,977,28.85,NULL,NULL,NULL,3
370,Caroline,8/31/1975,8/31/1975,0,115,185,963,28.44,"Turks and Caicos, Cuba, Mexico",2,NULL,3
371,Eloise,9/23/1975,9/23/1975,0,125,205,955,28.2,"Lesser Antilles, Greater Antilles, Yucatán peninsula, Gulf Coast of the United States, eastern United States",80,NULL,3
372,Belle,8/8/1976,8/9/1976,1,120,195,957,28.26,East Coast of the United States,NULL,NULL,3
373,Frances,9/1/1976,9/1/1976,0,115,185,963,28.44,NULL,NULL,NULL,3
374,Frances,9/9/1980,9/9/1980,0,115,185,958,28.29,Cape Verde,NULL,NULL,3
375,Floyd,9/7/1981,9/7/1981,0,115,185,975,28.79,"Lesser Antilles, Bermuda",NULL,NULL,3
376,Irene,9/28/1981,9/29/1981,1,120,195,959,28.32,NULL,NULL,NULL,3
377,Alicia,8/18/1983,8/18/1983,0,115,185,962,28.41,Texas,21,NULL,3
378,Elena,9/1/1985,9/2/1985,1,125,205,953,28.14,"Cuba, Mississippi",9,1300000000,3
379,Kate,11/20/1985,11/21/1985,1,120,195,954,28.17,"Cuba, Florida",15,NULL,3
380,Emily,9/22/1987,9/23/1987,1,125,205,958,28.29,"Lesser Antilles, Greater Antilles, Bermuda, Bahamas",3,NULL,3
381,Gustav,8/31/1990,8/31/1990,0,120,195,956,28.23,NULL,0,NULL,3
382,Bob,8/19/1991,8/19/1991,0,115,185,950,28.05,"East Coast of the United States, Nova Scotia",17,NULL,3
383,Emily,8/31/1993,9/1/1993,1,115,185,960,28.35,North Carolina,3,NULL,3
384,Marilyn,9/16/1995,9/17/1995,1,115,185,949,28.02,"United States Virgin Islands, Puerto Rico, Dominica, Martinique, Guadeloupe",NULL,NULL,3
385,Roxanne,10/10/1995,10/11/1995,1,115,185,956,28.23,"Yucatán Peninsula, Veracruz, Tabasco",29,NULL,3
386,Bertha,7/9/1996,7/9/1996,0,115,185,960,28.35,"Northeastern Caribbean, Florida, North Carolina",NULL,NULL,3
387,Fran,9/4/1996,9/6/1996,2,120,195,946,27.94,"North Carolina, South Carolina, Virginia, West Virginia, Pennsylvania",27,NULL,3
388,Isidore,9/28/1996,9/28/1996,0,115,185,960,28.35,NULL,0,NULL,3
389,Lili,10/19/1996,10/19/1996,0,115,185,960,28.35,"Central America, Cuba, Florida, Bahamas, Bermuda, Ireland, Great Britain",22,NULL,3
390,Erika,9/8/1997,9/10/1997,2,125,205,946,27.94,"Leeward Islands, Puerto Rico, Azores",2,NULL,3
391,Bonnie,8/23/1998,8/26/1998,3,115,185,955,28.2,"Leeward Islands, North Carolina, Mid-Atlantic States",5,NULL,3
392,Alberto,8/12/2000,8/13/2000,1,125,205,950,28.05,NULL,0,NULL,3
393,Erin,9/9/2001,9/10/2001,1,120,195,968,28.59,"Bermuda, Newfoundland, East Coast of the United States",NULL,NULL,3
394,Felix,9/14/2001,9/14/2001,0,115,185,962,28.41,Azores,NULL,NULL,3
395,Isidore,9/21/2002,9/23/2002,2,125,205,934,27.58,"Windward Islands, Southeast Mexico, Louisiana",22,NULL,3
396,Kate,10/3/2003,10/5/2003,2,125,205,952,28.11,Newfoundland,NULL,NULL,3
397,Alex,8/5/2004,8/5/2004,0,120,195,957,28.26,North Carolina,1,NULL,3
398,Jeanne,9/25/2004,9/26/2004,1,120,195,950,28.05,"Guadeloupe, Hispaniola, Bahamas, Florida",3037,NULL,3
399,Maria,9/6/2005,9/6/2005,0,115,185,962,28.41,"East Coast of the United States, Norway",3,NULL,3
400,Beta,10/30/2005,10/30/2005,0,115,185,962,28.41,Central America,NULL,NULL,3
401,Gordon,9/14/2006,9/15/2006,1,120,195,955,28.2,"Azores, Iberian Peninsula, British Isles",NULL,NULL,3
402,Helene,9/8/2006,9/8/2006,0,120,195,955,28.2,British Isles,NULL,NULL,3
403,Bertha,7/7/2008,7/8/2008,1,125,205,952,28.11,"Bermuda, East Coast of the United States",3,NULL,3
404,Fred,9/9/2009,9/10/2009,1,120,195,958,28.29,Cape Verde Islands,NULL,NULL,3
405,Karl,9/17/2010,9/17/2010,0,125,205,956,28.23,"Belize, Yucatán Peninsula, Veracruz",22,NULL,3
406,Irene,8/24/2011,8/24/2011,0,120,195,942,27.82,"Antilles, Bahamas, North Carolina, New Jersey, New York, Eastern Canada",NULL,NULL,3
407,Rina,10/25/2011,10/26/2011,1,115,185,966,28.53,"Central America, Florida",NULL,NULL,3
408,Michael,9/6/2012,9/6/2012,0,115,185,964,28.47,NULL,NULL,NULL,3
409,Sandy,10/24/2012,10/24/2012,0,115,185,940,27.76,"Greater Antilles, Bahamas, United States East Coast",233,NULL,3
410,Edouard,9/16/2014,9/16/2014,0,120,195,960,28.35,East Coast of the United States,2,NULL,3
411,Danny,8/21/2015,8/21/2015,0,125,205,960,28.35,Lesser Antilles,NULL,NULL,3
412,Gaston,8/28/2016,8/31/2016,3,115,185,962,28.41,Azores,NULL,NULL,3
413,Otto,11/24/2016,11/24/2016,0,115,185,975,28.79,"Nicaragua, Costa Rica, Panama",23,NULL,3
414,Lee,9/27/2017,9/27/2017,0,115,185,962,28.41,NULL,NULL,NULL,3
415,Ophelia,10/14/2017,10/14/2017,0,115,185,959,28.32,"Azores, Portugal, Spain, Ireland, United Kingdom",3,NULL,3
416,Humberto,9/17/2019,9/19/2019,2,125,205,950,28.05,"Dominican Republic, Haiti, Cuba, The Bahamas, Florida, Bermuda",2,25000000,3
417,Epsilon,10/21/2020,10/22/2020,1,115,185,952,28.11,Bermuda,1,NULL,3
418,Zeta,10/28/2020,10/28/2020,0,115,185,970,28.64,"Cayman Islands, Jamaica, Central America, Yucatán Peninsula, Gulf Coast of the United States, Southeastern United States, Mid-Atlantic, New England",9,4400000000,3
419,Grace,8/20/2021,8/20/2021,0,120,195,967,28.56,"Lesser Antilles, Greater Antilles, Yucatán Peninsula, Central Mexico",15,513000000,3
420,Larry,9/4/2021,9/8/2021,4,125,205,955,28.2,"Bermuda, Newfoundland",7,80000000,3
421,"""Cuba""",10/19/2024,10/19/2024,0,165,270,910,26.87,"Central America, Mexico, CubaFlorida, The Bahamas",90,NULL,5
422,"""San Felipe IIOkeechobee""",9/13/1928,9/14/1928,1,160,260,929,27.43,"Lesser Antilles, The BahamasUnited States East Coast, Atlantic Canada",4000,100000000,5
423,"""Bahamas""",9/5/1932,9/6/1932,1,160,260,921,27.2,"The Bahamas, Northeastern United States",16,NULL,5
424,"""Camagüey""",11/5/1932,11/8/1932,3,175,280,915,27.02,"Lesser Antilles, Jamaica, Cayman IslandsCuba, The Bahamas, Bermuda",3103,40000000,5
425,"""Cuba–Brownsville""",8/30/2033,8/30/2033,0,160,260,930,27.46,"The Bahamas, Cuba, FloridaTexas, Tamaulipas",179,27900000,5
426,"""Tampico""",9/21/2033,9/21/2033,0,160,260,929,27.43,"Jamaica, Yucatán Peninsula",184,5000000,5
427,"""Labor Day""",9/3/2035,9/3/2035,0,185,295,892,26.34,"The Bahamas, Florida, GeorgiaThe Carolinas, Virginia",408,NULL,5
428,"""New England""",9/19/1938,9/20/1938,1,160,260,940,27.76,"Eastern United States, Southwestern Quebec",682,306000000,5
429,Carol,9/3/1953,9/3/1953,0,160,260,929,27.43,"Bermuda, New England, Atlantic Canada",5,2000000,5
430,Janet,9/27/1955,9/28/1955,1,175,280,914,26.99,"Lesser Antilles, Central America",1023,65800000,5
431,Esther,9/17/1961,9/17/1961,0,160,260,919,27.14,East Coast of the United States,7,6000000,5
432,Hattie,10/31/1961,10/31/1961,0,165,270,914,26.99,Central America,319,60300000,5
433,Inez,9/28/1966,9/29/1966,1,165,270,927,27.37,"Greater Antilles, Florida, Mexico",756,229000000,5
434,Beulah,9/20/1967,9/20/1967,0,160,260,921,27.2,"The Caribbean, Mexico, Texas",59,208000000,5
435,Camille,8/16/1969,8/18/1969,2,175,280,900,26.58,"Cuba, United States Gulf Coast",259,1420000000,5
436,Edith,9/9/1971,9/9/1971,0,160,260,943,27.85,"The Caribbean, Central AmericaMexico, United States Gulf Coast",37,25400000,5
437,Anita,9/2/1977,9/2/1977,0,175,280,926,27.34,Mexico,11,NULL,5
438,David,8/30/1979,8/31/1979,1,175,280,924,27.29,"The Caribbean, United States East coast",2068,1540000000,5
439,Allen,8/5/1980,8/9/1980,4,190,305,899,26.55,"The Caribbean, Yucatán PeninsulaMexico, South Texas",269,1240000000,5
440,Gilbert,9/13/1988,9/14/1988,1,185,295,888,26.22,"Jamaica, Venezuela, Central AmericaHispaniola, Mexico",318,7100000000,5
441,Hugo,9/15/1989,9/15/1989,0,160,260,918,27.11,"The Caribbean, United States East Coast",107,10000000000,5
442,Andrew,8/23/1992,8/24/1992,1,175,280,922,27.23,"The Bahamas, Florida, United States Gulf Coast",65,26500000000,5
443,Mitch,10/26/1998,10/28/1998,2,180,285,905,26.72,"Central America, Yucatán Peninsula, South Florida",19325,6200000000,5
444,Isabel,9/11/2003,9/14/2003,3,165,270,915,27.02,"Greater Antilles, BahamasEastern United States, Ontario",51,5370000000,5
445,Ivan,9/9/2004,9/14/2004,5,165,270,910,26.87,"The Caribbean, Venezuela, United States Gulf Coast",124,23300000000,5
446,Emily,7/16/2005,7/16/2005,0,160,260,929,27.43,"Windward Islands, Jamaica, Mexico, Texas",17,1010000000,5
447,Katrina,8/28/2005,8/29/2005,1,175,280,902,26.64,"Bahamas, United States Gulf Coast",1836,1.25E+11,5
448,Rita,9/21/2005,9/22/2005,1,180,285,895,26.43,"Cuba, United States Gulf Coast",125,12000000000,5
449,Wilma,10/19/2005,10/19/2005,0,185,295,882,26.05,"Greater Antilles, Central America, Florida",87,29400000000,5
450,Dean,8/18/2007,8/21/2007,3,175,280,905,26.72,"The Caribbean, Central America",45,1760000000,5
451,Felix,9/3/2007,9/4/2007,1,175,280,929,27.43,"Nicaragua, Honduras",133,720000000,5
452,Matthew,10/1/2016,10/1/2016,0,165,270,934,27.58,"Antilles, Venezuela, ColombiaUnited States East Coast, Atlantic Canada",603,15100000000,5
453,Irma,9/5/2017,9/9/2017,4,180,285,914,26.99,"Cape Verde, The Caribbean, Virgin IslandsCuba, Florida",138,64800000000,5
454,Maria,9/18/2017,9/20/2017,2,175,280,908,26.81,"Lesser Antilles, Virgin Islands, Puerto RicoDominican Republic, Turks and Caicos Islands",3057,91600000000,5
455,Michael,10/10/2018,10/10/2018,0,160,260,919,27.14,"Central America, United States Gulf Coast",74,25100000000,5
456,Dorian,9/1/2019,9/2/2019,1,185,295,910,26.87,"The Caribbean, The BahamasUnited States East Coast, Atlantic Canada, Greenland",84,5000000000,5
457,Lorenzo,9/29/2019,9/29/2019,0,160,260,925,27.32,"Cabo Verde, Azores, Western Europe",19,362000000,5
